Epoch,TrainLoss,ValLoss,Train_C-Index,Val_C-Index,CV
0,30.399070024490356,"tensor(2.2499, device='cuda:1')",0.5732176837633314,0.6757493188010899,3
1,30.0481436252594,"tensor(2.2250, device='cuda:1')",0.5507368234721424,0.659400544959128,3
2,30.15412950515747,"tensor(2.2155, device='cuda:1')",0.5873346019383104,0.6475930971843779,3
3,29.572781801223755,"tensor(2.1768, device='cuda:1')",0.6034208080718679,0.6257947320617621,3
4,28.8337345123291,"tensor(2.1674, device='cuda:1')",0.6133778820197371,0.6176203451407811,3
5,28.801000237464905,"tensor(2.1763, device='cuda:1')",0.6278709563216356,0.6067211625794732,3
6,28.45379364490509,"tensor(2.1737, device='cuda:1')",0.6397309377350976,0.5994550408719346,3
7,28.53915810585022,"tensor(2.1710, device='cuda:1')",0.6426959330884631,0.5985467756584922,3
8,28.527913689613342,"tensor(2.1744, device='cuda:1')",0.6467230163296013,0.6058128973660308,3
9,27.98889970779419,"tensor(2.1785, device='cuda:1')",0.6534495729521618,0.6058128973660308,3
10,28.072363138198853,"tensor(2.1810, device='cuda:1')",0.6590697880249591,0.6094459582198002,3
11,28.118444204330444,"tensor(2.1858, device='cuda:1')",0.6705757401424968,0.6058128973660308,3
12,28.18849539756775,"tensor(2.1837, device='cuda:1')",0.681948931274063,0.6039963669391463,3
13,27.541011929512024,"tensor(2.1881, device='cuda:1')",0.6938531663495154,0.6012715712988193,3
14,26.97372591495514,"tensor(2.1976, device='cuda:1')",0.7062884453688543,0.5985467756584922,3
15,27.00427532196045,"tensor(2.2032, device='cuda:1')",0.7204938708678144,0.6049046321525886,3
16,26.13351857662201,"tensor(2.2228, device='cuda:1')",0.7336372084790016,0.6158038147138964,3
17,25.878480911254883,"tensor(2.2801, device='cuda:1')",0.7362924281984334,0.6067211625794732,3
18,25.77803874015808,"tensor(2.3331, device='cuda:1')",0.752046731867062,0.5967302452316077,3
19,24.31236171722412,"tensor(2.4446, device='cuda:1')",0.7612957472230827,0.6039963669391463,3
20,24.695850014686584,"tensor(2.4771, device='cuda:1')",0.7709430455370182,0.5967302452316077,3
21,23.378353476524353,"tensor(2.4459, device='cuda:1')",0.7819179537106695,0.6112624886466849,3
22,23.24075424671173,"tensor(2.5900, device='cuda:1')",0.7912997300526619,0.6148955495004541,3
23,22.675284266471863,"tensor(2.6814, device='cuda:1')",0.7982033013231845,0.6103542234332425,3
24,23.3613121509552,"tensor(2.5390, device='cuda:1')",0.8023188918883037,0.6276112624886467,3
25,22.469809651374817,"tensor(2.5864, device='cuda:1')",0.816789839359207,0.6194368755676658,3
26,21.340442419052124,"tensor(2.7435, device='cuda:1')",0.8341815285214852,0.6103542234332425,3
27,21.70363688468933,"tensor(2.7445, device='cuda:1')",0.8299774306323848,0.6139872842870118,3
28,21.106298327445984,"tensor(2.8548, device='cuda:1')",0.8408195778200646,0.6221616712079927,3
29,19.529358506202698,"tensor(2.9938, device='cuda:1')",0.8475903881046156,0.6130790190735694,3
