Epoch,TrainLoss,ValLoss,Train_C-Index,Val_C-Index,CV
0,27.879517793655396,"tensor(2.4447, device='cuda:1')",0.5277691591684766,0.5539130434782609,4
1,27.83190417289734,"tensor(2.4233, device='cuda:1')",0.5917681646367072,0.6017391304347826,4
2,27.663034200668335,"tensor(2.4042, device='cuda:1')",0.6249868931529832,0.6217391304347826,4
3,27.104458570480347,"tensor(2.3932, device='cuda:1')",0.6116515119475576,0.6321739130434783,4
4,26.26958417892456,"tensor(2.3961, device='cuda:1')",0.6292785676671933,0.6295652173913043,4
5,26.896639823913574,"tensor(2.3940, device='cuda:1')",0.6393936247534004,0.6321739130434783,4
6,26.85949397087097,"tensor(2.3816, device='cuda:1')",0.6332436793975256,0.6356521739130435,4
7,26.285168051719666,"tensor(2.3772, device='cuda:1')",0.6558555762466377,0.6269565217391304,4
8,27.067376017570496,"tensor(2.3683, device='cuda:1')",0.6503481857688884,0.6252173913043478,4
9,26.268500566482544,"tensor(2.3660, device='cuda:1')",0.68031479862147,0.6156521739130435,4
10,26.218328952789307,"tensor(2.3671, device='cuda:1')",0.6749843717441134,0.6269565217391304,4
11,25.441706657409668,"tensor(2.3725, device='cuda:1')",0.6984135322546754,0.6156521739130435,4
12,25.232189536094666,"tensor(2.3819, device='cuda:1')",0.7100823254395772,0.6226086956521739,4
13,25.448349475860596,"tensor(2.3729, device='cuda:1')",0.6984076263513873,0.6156521739130435,4
14,24.744022369384766,"tensor(2.3912, device='cuda:1')",0.7240590559367852,0.6139130434782609,4
15,24.383095145225525,"tensor(2.4124, device='cuda:1')",0.7375758220708737,0.6156521739130435,4
16,23.353182196617126,"tensor(2.4592, device='cuda:1')",0.7532193371332067,0.6182608695652174,4
17,23.144569635391235,"tensor(2.4806, device='cuda:1')",0.7557851457487744,0.6173913043478261,4
18,23.447134852409363,"tensor(2.4361, device='cuda:1')",0.7717002942412778,0.6269565217391304,4
19,22.68931210041046,"tensor(2.4409, device='cuda:1')",0.7820651335082575,0.6295652173913043,4
20,21.734198808670044,"tensor(2.4459, device='cuda:1')",0.7987735162665004,0.6295652173913043,4
21,21.96894383430481,"tensor(2.5697, device='cuda:1')",0.7974230870365501,0.6365217391304347,4
22,21.002345323562622,"tensor(2.5118, device='cuda:1')",0.8121335845896147,0.6295652173913043,4
23,20.858253359794617,"tensor(2.5364, device='cuda:1')",0.8200355536965387,0.64,4
24,19.35749924182892,"tensor(2.6356, device='cuda:1')",0.8428503260696676,0.6234782608695653,4
25,19.87143301963806,"tensor(2.6535, device='cuda:1')",0.834725753723211,0.6365217391304347,4
26,20.178539514541626,"tensor(2.6295, device='cuda:1')",0.8392009596828874,0.6278260869565218,4
27,19.126318216323853,"tensor(2.7904, device='cuda:1')",0.8539302554536504,0.6313043478260869,4
28,19.210126996040344,"tensor(2.6823, device='cuda:1')",0.8538457627980276,0.6252173913043478,4
29,17.921794772148132,"tensor(2.8706, device='cuda:1')",0.8691001609637052,0.6252173913043478,4
