Epoch,TrainLoss,ValLoss,Train_C-Index,Val_C-Index,CV
0,30.96759033203125,"tensor(2.3079, device='cuda:1')",0.509863290210111,0.5324036095159967,0
1,30.248223304748535,"tensor(2.3030, device='cuda:1')",0.6097284040330638,0.571780147662018,0
2,29.890729069709778,"tensor(2.2953, device='cuda:1')",0.604810682275471,0.5873666940114848,0
3,29.989367246627808,"tensor(2.2848, device='cuda:1')",0.614046625544267,0.5955701394585726,0
4,29.462063312530518,"tensor(2.2806, device='cuda:1')",0.6344086021505376,0.593929450369155,0
5,29.311445236206055,"tensor(2.2768, device='cuda:1')",0.6425035997120231,0.6021328958162429,0
6,29.186604261398315,"tensor(2.2787, device='cuda:1')",0.642866838604588,0.5972108285479901,0
7,28.915547847747803,"tensor(2.2695, device='cuda:1')",0.6544279427942794,0.6070549630844955,0
8,28.084663033485413,"tensor(2.2711, device='cuda:1')",0.6666363553696463,0.6062346185397867,0
9,27.97942066192627,"tensor(2.2736, device='cuda:1')",0.6679931265261825,0.6037735849056604,0
10,28.257701635360718,"tensor(2.2786, device='cuda:1')",0.6756460096043906,0.6168990976210008,0
11,27.348660588264465,"tensor(2.2988, device='cuda:1')",0.6814875062130044,0.6177194421657096,0
12,27.18182063102722,"tensor(2.3199, device='cuda:1')",0.6999272330362015,0.6095159967186218,0
13,27.188603162765503,"tensor(2.3544, device='cuda:1')",0.7025362649393303,0.605414273995078,0
14,26.894131183624268,"tensor(2.3536, device='cuda:1')",0.7113122171945702,0.6037735849056604,0
15,27.283655285835266,"tensor(2.3832, device='cuda:1')",0.7193528033171084,0.5947497949138638,0
16,26.216012954711914,"tensor(2.4134, device='cuda:1')",0.7281423906544635,0.5931091058244463,0
17,25.849480628967285,"tensor(2.4464, device='cuda:1')",0.7353631032927379,0.5980311730926989,0
18,25.847585320472717,"tensor(2.4310, device='cuda:1')",0.740442927092224,0.6070549630844955,0
19,24.941638350486755,"tensor(2.4878, device='cuda:1')",0.7531309991772557,0.6021328958162429,0
20,24.62201738357544,"tensor(2.5332, device='cuda:1')",0.7542484851246071,0.605414273995078,0
21,24.962433099746704,"tensor(2.5149, device='cuda:1')",0.7529533306382787,0.5906480721903199,0
22,25.33661651611328,"tensor(2.5274, device='cuda:1')",0.7655060582856628,0.601312551271534,0
23,24.50635826587677,"tensor(2.5665, device='cuda:1')",0.7739390642002176,0.5947497949138638,0
24,23.85614323616028,"tensor(2.6003, device='cuda:1')",0.7783340919435594,0.5898277276456112,0
25,23.4264817237854,"tensor(2.6600, device='cuda:1')",0.7903005464480874,0.5996718621821165,0
26,23.722451329231262,"tensor(2.6443, device='cuda:1')",0.7974165377967798,0.6037735849056604,0
27,22.580833077430725,"tensor(2.6403, device='cuda:1')",0.8076504219983665,0.5947497949138638,0
28,22.290356159210205,"tensor(2.7591, device='cuda:1')",0.814443786712809,0.5881870385561936,0
29,22.035375952720642,"tensor(2.7265, device='cuda:1')",0.821560997940032,0.5816242821985234,0
