Image_Name,ID,Count
1996027_1996027_20-8019_20-8019_HE_3,1996027,2988
1997988_1997988_20-11770_20-11770_HE,1997988,3182
2000774_2000774_20-27118_20-27118_HE,2000774,2794
2004615_2004615_20-22908_20-22908_HE,2004615,1637
2018270_YY-ART_1511212_19-21651_19-21651_HE,2018270,1842
2020648_YY-ART_1780719_15-31474_15-31474_HE,2020648,1591
2020648_YY-ART_1780719_15-31474_15-31474_HE_3,2020648,1966
203377_203377_17-8569_17-8569_HE_2,203377,1055
203377_203377_17-8569_17-8569_HE_3,203377,1093
206598_206598_19-45933_19-45933_HE,206598,2722
206598_206598_19-45933_19-45933_HE_2,206598,3062
206598_206598_19-45933_19-45933_HE_3,206598,3172
208519_208519_19-29724_19-29724_HE,208519,1579
21182_21182_16-31565_16-31565_HE,21182,1121
21182_21182_16-31565_16-31565_HE_2,21182,1105
214164_214164_19-45817_19-45817_HE,214164,2522
214164_214164_19-45817_19-45817_HE_2,214164,1149
214164_214164_19-45817_19-45817_HE_3,214164,1531
220707_220707_17-37548_17-37548_HE,220707,315
220707_220707_17-37548_17-37548_HE_2,220707,188
232638_YY-ART_1496412_18-556_18-556_HE_2,232638,1094
232638_YY-ART_1496412_18-556_18-556_HE_3,232638,1042
236372_236372_19-27580_19-27580_HE,236372,1081
242710_242710_17-9756_17-9756_HE,242710,3927
242710_242710_17-9756_17-9756_HE_2,242710,3622
242710_242710_17-9756_17-9756_HE_3,242710,4380
242722_242722_17-40882_17-40882_HE,242722,1387
242722_242722_17-40882_17-40882_HE_2,242722,1937
248885_248885_17-30463_17-30463_HE,248885,2071
248885_248885_17-30463_17-30463_HE_2,248885,2362
248885_248885_17-30463_17-30463_HE_3,248885,2279
25240_25240_20-6786_20-6786_HE,25240,879
270193_270193_18-35561_18-35561_HE_2,270193,2909
270193_270193_18-35561_18-35561_HE_3,270193,2332
276767_YY-ART_1897578_17-36234_17-36234_HE,276767,559
276767_YY-ART_1897578_17-36234_17-36234_HE_2,276767,742
278623_278623_19-36120_19-36120_HE_2,278623,1741
2794_2794_17-27753_17-27753_HE,2794,1207
2794_2794_17-27753_17-27753_HE_2,2794,1357
2794_2794_17-27753_17-27753_HE_3,2794,1598
283719_YY-ART_140133_20-17261_20-17261_HE_2,283719,2281
283719_YY-ART_140133_20-17261_20-17261_HE_3,283719,2234
285902_285902_17-33131_17-33131_HE,285902,1086
285902_285902_17-33131_17-33131_HE_2,285902,1235
285902_285902_17-33131_17-33131_HE_3,285902,1226
285902_285902_17-33131_17-33131_HE_4,285902,1153
296194_296194_12-18210_12-18210_HE,296194,1757
30542_30542_16-31743_16-31743_HE,30542,1020
30542_30542_16-31743_16-31743_HE_2,30542,925
314138_314138_20-27426_20-27426_HE,314138,1674
314138_314138_20-27426_20-27426_HE_2,314138,1926
324995_324995_20-31851_20-31851_HE,324995,1538
324995_324995_20-31851_20-31851_HE_2,324995,1649
324995_324995_20-31851_20-31851_HE_3,324995,1587
32718_32718_20-23318_20-23318_HE,32718,1258
332483_332483_17-24083_17-24083_HE,332483,27
346788_YY-ART_5051241_18-19829_18-19829_HE,346788,902
35953_YY-ART_1494142_20-3718_20-3718_HE,35953,3291
35953_YY-ART_1494142_20-3718_20-3718_HE 2,35953,1522
362426_YY-ART_5091214_19-30966_19-30966_HE_2,362426,639
362426_YY-ART_5091214_19-30966_19-30966_HE_3,362426,742
36764_36764_19-50474_19-50474_HE,36764,1861
36764_36764_19-50474_19-50474_HE_2,36764,1625
36764_36764_19-50474_19-50474_HE_3,36764,1456
36764_36764_19-50474_19-50474_HE_4,36764,1895
368178_368178_17-20520_17-20520_HE,368178,1659
368178_368178_17-20520_17-20520_HE_2,368178,2354
368178_368178_17-20520_17-20520_HE_3,368178,1484
371217_371217_15-23115_15-23115_HE,371217,1651
374220_374220_ 17-10695_ 17-10695_HE,374220,3149
374220_374220_ 17-10695_ 17-10695_HE_2,374220,3677
374220_374220_ 17-10695_ 17-10695_HE_3,374220,3461
4142208_YY-ART_414208_17-29253_17-29253_HE,4142208,582
480522_480522_19-29966_19-29966_HE,480522,1685
49084_YY-ART_75248_15-18826_15-18826_HE,49084,1429
491032_491032_17-38211_17-38211_HE,491032,448
49897_49897_19-41518_19-41518_HE,49897,1606
49897_49897_19-41518_19-41518_HE_2,49897,1532
49897_49897_19-41518_19-41518_HE_3,49897,2600
5005084_5005084_17-28851_17-28851_HE_2,5005084,2009
5005084_5005084_17-28851_17-28851_HE_3,5005084,1559
5012795_5012795_17-15905_17-15905_HE,5012795,1266
5012795_5012795_17-15905_17-15905_HE_2,5012795,1627
5016288_5016288_18-4837_18-4837_HE,5016288,1062
5016288_5016288_18-4837_18-4837_HE_2,5016288,849
5016288_5016288_18-4837_18-4837_HE_3,5016288,1048
5021375_5021375_19-38544_19-38544_HE,5021375,2119
5027100_5027100_17-26043_17-26043_HE_2,5027100,2748
5027100_5027100_17-26043_17-26043_HE_3,5027100,2761
5030076_5030076_20-9906_20-9906_HE,5030076,2266
5031485_5031485_17-30284_17-30284_HE,5031485,2070
5031485_5031485_17-30284_17-30284_HE_2,5031485,1819
5032109_5032109_17-35791_17-35791_HE,5032109,3200
5032109_5032109_17-35791_17-35791_HE_3,5032109,3243
5032640_YY-ART_1890971_17-17675_17-17675_HE,5032640,1271
5034688_5034688_19-19232_19-19232_HE,5034688,1867
5035644_5035644_17-32175_17-32175_HE,5035644,2863
5035644_5035644_17-32175_17-32175_HE_2,5035644,3936
5035644_5035644_17-32175_17-32175_HE_3,5035644,3644
5040218_5040218_17-41035_17-41035_HE,5040218,634
5042396_5042396_17-35246_17-35246_HE_2,5042396,1364
5042396_5042396_17-35246_17-35246_HE_3,5042396,1663
5042453_YY-ART_5242919_20-16729_20-16729_HE,5042453,2395
504856_504856_18-31829_18-31829_HE,504856,599
5057107_5057107_18-14973_18-14973_HE,5057107,2029
5057107_5057107_18-14973_18-14973_HE_2,5057107,2490
5060832_5060832_18-27883_18-27883_HE,5060832,1334
5061622_5061622_18-20909_18-20909_HE,5061622,3124
5061622_5061622_18-20909_18-20909_HE_3,5061622,3438
5070869_5070869_18-27085_18-27085_HE,5070869,1192
5070869_5070869_18-27085_18-27085_HE_2,5070869,729
5074703_5074703_18-22123_18-22123_HE,5074703,547
5078288_5078288_18-13970_18-13970_HE,5078288,515
5080201_5080201_18-26854_18-26854_HE,5080201,1638
5080201_5080201_18-26854_18-26854_HE_2,5080201,1730
5080201_5080201_18-26854_18-26854_HE_3,5080201,1740
50808_YY-ART_5186902_19-41785_19-41785_HE,50808,1262
50808_YY-ART_5186902_19-41785_19-41785_HE_2,50808,1518
5083069_5083069_18-19830_18-19830_HE_3,5083069,1423
5085567_5085567_21-932_21-932_HE,5085567,3802
5085567_5085567_21-932_21-932_HE_3,5085567,5572
5086322_5086322_18-34316_18-34316_HE,5086322,466
5087156_YY-ART_335357_16-28574_16-28574_HE,5087156,1851
5087156_YY-ART_335357_16-28574_16-28574_HE_2,5087156,1656
509260_509260_20-38900_20-38900_HE,509260,4362
509260_509260_20-38900_20-38900_HE 2,509260,4133
5095313_5095313_18-33428_18-33428_HE,5095313,3996
5095313_5095313_18-33428_18-33428_HE_2,5095313,4151
5101237_5101237_18-29788_18-29788_HE,5101237,261
5101382_5101382_18-33690_18-33690_HE,5101382,688
5102129_5102129_19-47335_19-47335_HE_2,5102129,1991
5102129_5102129_19-47335_19-47335_HE_3,5102129,2066
5103328_5103328_19-25355_19-25355_HE_2,5103328,1475
5103839_5103839_18-32314_18-32314_HE,5103839,3303
5103839_5103839_18-32314_18-32314_HE_2,5103839,2626
5103839_5103839_18-32314_18-32314_HE_3,5103839,3238
5104608_5104608_18-32700_18-32700_HE,5104608,1905
5104608_5104608_18-32700_18-32700_HE_3,5104608,2735
5106468_5106468_19-34321_19-34321_HE,5106468,2026
5106468_5106468_19-34321_19-34321_HE_2,5106468,1896
5107773_5107773_18-39687_18-39687_HE,5107773,2638
5107773_5107773_18-39687_18-39687_HE_2,5107773,3180
5110153_5110153_20-15745_20-15745_HE,5110153,761
5110616_5110616_19-23533_19-23533_HE,5110616,638
5110616_5110616_19-23533_19-23533_HE_2,5110616,825
5110616_5110616_19-23533_19-23533_HE_3,5110616,838
5111605_5111605_19-28870_19-28870_HE,5111605,1406
5116490_5116490_19-618_19-618_HE,5116490,199
51207_51207_20-17444_20-17444_HE,51207,281
5121856_5121856_18-42455_18-42455_HE,5121856,2493
5121856_5121856_18-42455_18-42455_HE_3,5121856,3514
5124589_5124589_18-49041_18-49041_HE,5124589,1009
5124589_5124589_18-49041_18-49041_HE_2,5124589,1245
5125411_5125411_19-30995_19-30995_HE,5125411,733
5125411_5125411_19-30995_19-30995_HE_2,5125411,672
51290_51290_20-10048_20-10048_HE_2,51290,1854
51290_51290_20-10048_20-10048_HE_3,51290,1614
5129340_5129340_19-9482_19-9482_HE_2,5129340,2624
5142836_YY-ART_401094_20-39679_20-39679_HE,5142836,795
5142836_YY-ART_401094_20-39679_20-39679_HE 2,5142836,1637
5142836_YY-ART_401094_20-39679_20-39679_HE 3,5142836,2187
5145028_5145028_19-9384_19-9384_HE_2,5145028,1419
5145460_5145460_19-47030_19-47030_HE,5145460,340
5147289_5147289_19-14433_19-14433_HE_2,5147289,2069
5147289_5147289_19-14433_19-14433_HE_3,5147289,2699
5151585_5151585_20-29992_20-29992_HE,5151585,781
5151585_5151585_20-29992_20-29992_HE_2,5151585,884
5156202_5156202_19-30653_19-30653_HE,5156202,1437
5156202_5156202_19-30653_19-30653_HE_2,5156202,1305
5158125_5158125_19-18249_19-18249_HE,5158125,2709
5160059_5160059_19-21451_19-21451_HE,5160059,3569
5172706_5172706_19-29967_19-29967_HE,5172706,1741
5176815_5176815_20-36738_20-36738_HE_2,5176815,2843
5178097_5178097_19-49680_19-49680_HE,5178097,2403
5181741_5181741_20-14623_20-14623_HE,5181741,889
5182230_5182230_20-4857_20-4857_HE,5182230,2785
5182230_5182230_20-4857_20-4857_HE_2,5182230,2873
5184332_5184332_19-31915_19-31915_HE,5184332,2319
5184665_5184665_20-5223_20-5223_HE,5184665,1104
5184665_5184665_20-5223_20-5223_HE_2,5184665,1726
5184665_5184665_20-5223_20-5223_HE_3,5184665,1879
5184665_5184665_20-5223_20-5223_HE_4,5184665,646
5185975_5185975_19-31840_19-31840_HE,5185975,1952
5186049_5186049_19-32281_19-32281_HE_2,5186049,1466
5186049_5186049_19-32281_19-32281_HE_3,5186049,1910
5193243_5193243_19-45479_19-45479_HE,5193243,1384
5193243_5193243_19-45479_19-45479_HE_2,5193243,1616
5193573_5193573_19-37477_19-37477_HE_2,5193573,1972
5194486_5194486_19-50469_19-50469_HE,5194486,1924
5194486_5194486_19-50469_19-50469_HE_2,5194486,1458
5195838_5195838_19-39464_19-39464_HE,5195838,3024
5195838_5195838_19-39464_19-39464_HE_2,5195838,3135
5197677_YY-ART_1798241_16-21241_16-21241_HE,5197677,2458
5199408_5199408_19-45056_19-45056_HE,5199408,806
5202015_5202015_19-50663_19-50663_HE,5202015,1012
5202968_5202968_19-42363_19-42363_HE_2,5202968,1654
5202968_5202968_19-42363_19-42363_HE_3,5202968,1540
5203017_YY-ART_5214913_20-5113_20-5113_HE,5203017,920
5205674_5205674_20-10953_20-10953_HE,5205674,2384
5205674_5205674_20-10953_20-10953_HE_2,5205674,1586
5208757_5208757_20-15475_20-15475_HE,5208757,1347
5210365_5210365_20-2341_20-2341_HE,5210365,373
5210365_5210365_20-2341_20-2341_HE_2,5210365,633
5210365_5210365_20-2341_20-2341_HE_3,5210365,584
5213796_YY-ART_5253334_20-22096_20-22096_HE,5213796,2866
5216613_5216613_21-6946_21-6946_HE,5216613,1516
5216613_5216613_21-6946_21-6946_HE 2,5216613,2933
5216613_5216613_21-6946_21-6946_HE 4,5216613,3055
5217078_5217078_19-49684_19-49684_HE,5217078,1644
5217078_5217078_19-49684_19-49684_HE_2,5217078,1007
5217078_5217078_19-49684_19-49684_HE_3,5217078,1026
5217078_5217078_19-49684_19-49684_HE_4,5217078,1025
5219904_5219904_20-42_20-42_HE,5219904,1732
5219904_5219904_20-42_20-42_HE_2,5219904,1535
5219904_5219904_20-42_20-42_HE_3,5219904,1330
5221626_5221626_20-1543_20-1543_HE,5221626,2248
5221626_5221626_20-1543_20-1543_HE_2,5221626,2895
5221626_5221626_20-1543_20-1543_HE_3,5221626,2557
5222372_5222372_20-2519_20-2519_HE,5222372,2633
5223623_5223623_20-6992_20-6992_HE,5223623,1516
5224722_5224722_20-5743_20-5743_HE,5224722,1641
5225728_5225728_20-4264_20-4264_HE,5225728,2909
5225728_5225728_20-4264_20-4264_HE_3,5225728,2493
5225728_5225728_20-4264_20-4264_HE_4,5225728,2886
5227773_5227773_20-4492_20-4492_HE,5227773,978
5227773_5227773_20-4492_20-4492_HE_2,5227773,837
5230339_5230339_20-20493_20-20493_HE,5230339,255
5230339_YY-ART_5265613_20-27437_20-27437_HE,5230339,1672
5241481_5241481_20-13309_20-13309_HE,5241481,806
524219_YY-ART_97474_18-755_18-755_HE,524219,3411
524219_YY-ART_97474_18-755_18-755_HE_2,524219,1653
5244541_5244541_20-14497_20-14497_HE,5244541,1172
5244541_5244541_20-14497_20-14497_HE_2,5244541,1216
5244541_5244541_20-14497_20-14497_HE_3,5244541,1273
5245421_YY-ART_5011487_17-31366_17-31366_HE,5245421,787
5249238_5249238_20-19117_20-19117_HE,5249238,321
5252082_5252082_20-16670_20-16670_HE,5252082,495
5252082_5252082_20-16670_20-16670_HE_2,5252082,538
5252082_5252082_20-16670_20-16670_HE_3,5252082,413
5256830_5256830_20-20428_20-20428_HE,5256830,394
5275113_5275113_20-25592_20-25592_HE,5275113,1797
5278900_5278900_20-27053_20-27053_HE,5278900,1286
5283465_5283465_20-29005_20-29005_HE,5283465,767
5283465_5283465_20-29005_20-29005_HE_2,5283465,441
5299703_5299703_20-35494_20-35494_HE,5299703,1086
5299703_5299703_20-35494_20-35494_HE_2,5299703,1030
5304244_5304244_20-37201_20-37201_HE,5304244,1415
5304244_5304244_20-37201_20-37201_HE_2,5304244,1458
5307886_5307886_20-37380_20-37380_HE,5307886,950
5307886_5307886_20-37380_20-37380_HE_2,5307886,1150
5308132_5308132_21-1000_21-1000_HE,5308132,2615
5308132_5308132_21-1000_21-1000_HE (2),5308132,3189
5310813_YY-ART_5034245_17-33134_17-33134_HE,5310813,677
5314018_5314018_20-39914_20-39914_HE 1,5314018,2319
5314018_5314018_20-39914_20-39914_HE 2,5314018,1262
5314018_5314018_20-39914_20-39914_HE 3,5314018,2463
5318469_YY-ART_5129321_19-3879_19-3879_HE,5318469,375
5318469_YY-ART_5129321_19-3879_19-3879_HE_2,5318469,555
5318469_YY-ART_5129321_19-3879_19-3879_HE_3,5318469,504
5322801_5322801_21-4302_21-4302_HE,5322801,1711
5322801_5322801_21-4302_21-4302_HE 2,5322801,1489
5338705_YY-ART_5336110_21-9884_21-9884_HE,5338705,3526
5341246_YY-ART_141840_15-9513_15-9513_HE,5341246,1272
5352209_YY-ART_1458549_15-20061_15-20061_HE,5352209,155
5352392_YY-ART_1825903_20-14533_20-14533_HE,5352392,1105
5352392_YY-ART_1825903_20-14533_20-14533_HE_2,5352392,1500
5352392_YY-ART_1825903_20-14533_20-14533_HE_3,5352392,1429
5359594_YY-ART_1800528_16-7614_16-7614_HE,5359594,3294
5371877_YY-ART_5209017_19-49645_19-49645_HE,5371877,3481
5371877_YY-ART_5209017_19-49645_19-49645_HE_2,5371877,2960
5371877_YY-ART_5209017_19-49645_19-49645_HE_3,5371877,2929
5373126_YY-ART_5205167_19-47207_19-47207_HE,5373126,569
5373126_YY-ART_5205167_19-47207_19-47207_HE_2,5373126,448
5373126_YY-ART_5205167_19-47207_19-47207_HE_3,5373126,472
5386177_YY-ART_31372_20-38665_20-38665_HE_2,5386177,1537
5386177_YY-ART_31372_20-38665_20-38665_HE_3,5386177,1479
5392800_YY-ART_5203180_19-40733_19-40733_HE,5392800,2554
5392800_YY-ART_5203180_19-40733_19-40733_HE_2,5392800,2821
5392800_YY-ART_5203180_19-40733_19-40733_HE_3,5392800,3102
5396377_YY-ART_460842_15-29138_15-29138_HE,5396377,1582
5401750_YY-ART_5044677_17-38900_17-38900_HE_2,5401750,3362
5401750_YY-ART_5044677_17-38900_17-38900_HE_3,5401750,3370
5406659_YY-ART_5293999_20-32916_20-32916_HE,5406659,670
5406659_YY-ART_5293999_20-32916_20-32916_HE_2,5406659,715
5407873_YY-ART_1566964_15-11466_15-11466_HE,5407873,3516
5407873_YY-ART_1566964_15-11466_15-11466_HE_2,5407873,3253
5419790_YY-ART_6984_16-19257_16-19257_HE,5419790,1523
5419790_YY-ART_6984_16-19257_16-19257_HE_2,5419790,1389
5425745_YY-ART_5294511_20-32776_20-32776_HE,5425745,3868
5425745_YY-ART_5294511_20-32776_20-32776_HE_2,5425745,3712
5425745_YY-ART_5294511_20-32776_20-32776_HE_3,5425745,3534
5428874_YY-ART_114807_17-29266_17-29266_HE,5428874,949
5437912_YY-ART_81510_17-26821_17-26821_HE,5437912,2943
5437912_YY-ART_81510_17-26821_17-26821_HE_2,5437912,2963
5439072_YY-ART_5225250_20-4867_20-4867_HE,5439072,2264
5439072_YY-ART_5225250_20-4867_20-4867_HE_2,5439072,2364
5439072_YY-ART_5225250_20-4867_20-4867_HE_3,5439072,2221
5447278_YY-ART_5034148_18-9233_18-9233_HE,5447278,2018
5448065_YY-ART_340215_19-21471_19-21471_HE,5448065,830
5456420_YY-ART_1938563_18-30961_18-30961_HE,5456420,873
5456985_YY-ART_15231_19-15033_19-15033_HE,5456985,502
5472213_YY-ART_1642827_19-11108_19-11108_HE,5472213,1946
5472213_YY-ART_1642827_19-11108_19-11108_HE_2,5472213,1193
5481579_YY-ART_9039574_20-2372_20-2372_HE,5481579,927
5481579_YY-ART_9039574_20-2372_20-2372_HE_3,5481579,1051
549584_549584_19-43462_19-43462_HE_2,549584,2301
549584_549584_19-43462_19-43462_HE_3,549584,2556
5528519_YY-ART_1959487_19-10043_19-10043_HE_2,5528519,1459
5528519_YY-ART_1959487_19-10043_19-10043_HE_3,5528519,1679
55380_55380_17-21477_17-21477_HE,55380,299
55380_55380_17-21477_17-21477_HE_2,55380,508
566543_566543_18-27841_18-27841_HE,566543,2939
572711_YY-ART_5288242_20-30748_20-30748_HE,572711,2469
572711_YY-ART_5288242_20-30748_20-30748_HE_2,572711,1863
572711_YY-ART_5288242_20-30748_20-30748_HE_3,572711,1224
577055_577055_20-8759_20-8759_HE,577055,1653
577055_577055_20-8759_20-8759_HE_2,577055,1458
577055_577055_20-8759_20-8759_HE_3,577055,1612
583702_583702_16-11084_16-11084_HE,583702,1662
583702_583702_16-11084_16-11084_HE_2,583702,2190
583702_583702_16-11084_16-11084_HE_3,583702,2147
62402_62402_20-7077_20-7077_HE,62402,1533
62402_62402_20-7077_20-7077_HE_2,62402,1477
62402_62402_20-7077_20-7077_HE_3,62402,1642
625931_YY-ART_5075345_18-14997_18-14997_HE_3,625931,2762
632324_YY-ART_47394_16-11509_16-11509_HE,632324,812
637346_637346_18-27643_18-27643_HE,637346,1030
678287_678287_19-38499_19-38499_HE_2,678287,1094
68594_68594_18-41661_18-41661_HE,68594,1205
68594_68594_18-41661_18-41661_HE_2,68594,1507
75951_75951_17-27982_17-27982_HE,75951,1440
75951_75951_17-27982_17-27982_HE_3,75951,1741
81839_81839_17-27417_17-27417_HE,81839,4353
81839_81839_17-27417_17-27417_HE_2,81839,3118
83034_YY-ART_1825559_17-15886_17-15886_HE,83034,1196
88450_88450_20-17443_20-17443_HE,88450,1467
88450_88450_20-17443_20-17443_HE_2,88450,1722
88450_88450_20-17443_20-17443_HE_3,88450,1413
88450_88450_20-17443_20-17443_HE_4,88450,1420
9027535_9027535_20-36384_20-36384_HE,9027535,798
9027535_9027535_20-36384_20-36384_HE_2,9027535,1569
9039577_YY-ART_1450797_17-387_17-387_HE,9039577,1227
9053784_9053784_20-23760_20-23760_HE,9053784,1731
93172_93172_18-5881_18-5881_HE,93172,2539
93172_93172_18-5881_18-5881_HE_2,93172,3777
93172_93172_18-5881_18-5881_HE_3,93172,3297
97068_97068_16-26121_16-26121_HE,97068,1027
98072_98072_17-21555_17-21555_HE,98072,1485
98072_98072_17-21555_17-21555_HE_2,98072,2052
98072_98072_17-21555_17-21555_HE_3,98072,2058
98166_98166_18-27838_18-27838_HE,98166,537
98166_98166_18-27838_18-27838_HE_3,98166,1634
9863077_9863077_20-36382_20-36382_HE,9863077,736
9863077_9863077_20-36382_20-36382_HE_2,9863077,1167
9863077_9863077_20-36382_20-36382_HE_3,9863077,1180
99153_YY-ART_5048233_18-38531_18-38531_HE-002,99153,3910
99153_YY-ART_5048233_18-38531_18-38531_HE_2,99153,1786
99153_YY-ART_5048233_18-38531_18-38531_HE_3,99153,1962
